[2025-09-25T08:18:52.202Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T08:19:19.389Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T08:19:19.441Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T08:19:19.454Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T08:41:36.924Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/vendors/notifications"}
[2025-09-25T08:44:21.503Z] [ERROR] Token verification failed | {"error":"jwt malformed","tokenPrefix":"test-token...","tokenLength":10,"endpoint":"/api/vendors/notifications"}
[2025-09-25T08:46:27.711Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T08:46:27.783Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T08:58:55.479Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T08:58:55.499Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-25T08:58:55.516Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T09:43:07.570Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T09:43:07.672Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/TK000002/accept"}
[2025-09-25T09:43:07.769Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T09:43:07.873Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T09:56:57.497Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T09:56:57.508Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T09:56:57.520Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T09:56:57.553Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:04:02.517Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T10:04:02.893Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:04:02.968Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T10:04:15.881Z] [ERROR] Vendor login failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","email":"panchalajay717@gmail.com"}
[2025-09-25T10:06:53.781Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/vendors?page=1&limit=100&status=active"}
[2025-09-25T10:11:14.553Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:11:14.704Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:11:14.828Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T10:13:05.613Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T10:13:05.641Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:13:06.625Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-25T10:13:06.823Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T10:18:04.275Z] [ERROR] Error fetching vendor dashboard: | {"error":"Vendor is not defined","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T10:18:04.413Z] [ERROR] Error fetching vendor dashboard: | {"error":"Vendor is not defined","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T10:18:16.223Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/vendors/dashboard"}
[2025-09-25T10:18:16.234Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/vendors/dashboard"}
[2025-09-25T10:18:30.363Z] [ERROR] Error fetching vendor dashboard: | {"error":"Vendor is not defined","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T10:18:30.584Z] [ERROR] Error fetching vendor dashboard: | {"error":"Vendor is not defined","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T10:26:16.923Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/vendors?page=1&limit=100&status=active"}
[2025-09-25T10:26:27.206Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:29.416Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:40.449Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:41.707Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:43.371Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:43.615Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:43.834Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:44.050Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:44.280Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:44.487Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:44.722Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:44.956Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:26:47.702Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/vendors?page=1&limit=100&status=active"}
[2025-09-25T10:26:55.118Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:27:08.666Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:27:08.916Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:27:09.187Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:03.568Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:04.055Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:06.827Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:07.117Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:07.422Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:07.796Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:08.388Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/TK000001"}
[2025-09-25T10:28:13.561Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T10:28:13.571Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-25T10:28:13.583Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T10:28:35.756Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/vendors?page=1&limit=100&status=active"}
[2025-09-25T10:52:06.808Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt malformed","tokenPrefix":"undefined...","endpoint":"/api/support-tickets/admin/all"}
[2025-09-25T11:29:12.050Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?"}
[2025-09-25T11:29:36.287Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?"}
[2025-09-25T11:29:41.298Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
[2025-09-25T12:23:24.829Z] [ERROR] Token verification failed | {"error":"jwt malformed","tokenPrefix":"test...","tokenLength":4,"endpoint":"/api/support-tickets/vendor/assigned"}
[2025-09-25T12:34:12.082Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T12:34:12.088Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-25T12:34:12.093Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all"}
[2025-09-25T13:40:42.507Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:40:46.446Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:45:03.360Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:45:07.584Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:45:07.750Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:45:12.147Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:45:12.335Z] [ERROR] Error fetching combined tasks: | {"error":"Booking.find is not a function","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:49:02.741Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:49:32.037Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:49:49.242Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:50:11.779Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:52:01.846Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
[2025-09-25T13:52:09.538Z] [ERROR] Error fetching combined tasks: | {"error":"Cast to ObjectId failed for value \"776\" (type string) at path \"_id\" for model \"Vendor\"","vendorId":"68d04fc8c4911ad23bb831ef"}
