[2025-09-24T05:19:33.123Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-24T05:19:37.805Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
[2025-09-24T07:31:41.880Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-24T07:31:45.759Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
[2025-09-24T07:56:06.091Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-24T07:56:06.207Z] [ERROR] Token verification failed | {"error":"Cannot call `vendors.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","tokenLength":179,"endpoint":"/api/bookings/vendor/me"}
[2025-09-24T08:03:19.948Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: invalid signature","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/amc/subscriptions"}
[2025-09-24T08:05:06.200Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/blogs?page=1&limit=10"}
[2025-09-24T08:05:06.247Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::ffff:127.0.0.1"}
[2025-09-24T09:00:35.138Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T09:06:32.572Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T10:10:21.215Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T10:20:21.419Z] [ERROR] Failed to upload from buffer | {"error":"Request Timeout"}
[2025-09-24T10:51:38.263Z] [ERROR] Error retrieving featured products:
[2025-09-24T11:19:15.005Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T11:24:41.797Z] [ERROR] Failed to upload from buffer | {"error":"Request Timeout"}
[2025-09-24T11:27:00.060Z] [ERROR] Failed to upload from buffer | {"error":"Request Timeout"}
[2025-09-24T11:28:28.709Z] [ERROR] Error retrieving featured products:
[2025-09-24T11:28:28.803Z] [ERROR] Error retrieving all active products:
[2025-09-24T13:07:44.325Z] [ERROR] Failed to generate AMC invoice | {"userId":"no-auth","error":"Cannot read properties of undefined (reading 'charAt')","stack":"TypeError: Cannot read properties of undefined (reading 'charAt')\n    at C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\controllers\\invoiceController.js:241:68\n    at C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\middleware\\asyncHandler.js:2:19\n    at Layer.handleRequest (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\lib\\layer.js:152:17)\n    at next (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\lib\\route.js:157:13)\n    at Route.dispatch (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\lib\\route.js:117:3)\n    at handle (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\index.js:435:11)\n    at Layer.handleRequest (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\lib\\layer.js:152:17)\n    at C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\index.js:295:15\n    at processParams (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\index.js:582:12)\n    at next (C:\\Users\\ss\\OneDrive\\Desktop\\CompanyProjects\\Fixifly\\backend\\node_modules\\router\\index.js:291:5)"}
[2025-09-24T16:38:35.450Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-24T16:38:38.772Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
